"act_number"|"section_number"|"section_name"|"section_content"
"224"|"377"|"Mistake as to age"|"<div class=""prov1Txt"" id=""pr377D-.""><strong>377D.</strong><a name=""pr377D-ps1-."" id=""pr377D-ps1-.""></a><div class=""prov2TxtIL"">&#8212;(1)&#160;&#160;Subject to <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%222f89207e-5d7d-40aa-9b6c-506c7a323f79%22%20Status%3Ainforce;rec=0#pr377D-ps2-."">subsections&#160;(2)</a> and <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22d510c124-2e15-4719-a2f2-61ca69f1f2af%22%20Status%3Ainforce;rec=0#pr377D-ps3-."">(3)</a> and notwithstanding anything in <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22d465c633-c42d-4bd3-9d0e-ab6152eb6046%22%20Status%3Ainforce;rec=0#pr79-."">section&#160;79</a>, a reasonable mistake as to the age of a person shall not be a defence to any charge of an offence under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%222c34a094-87ef-4fac-b464-6ad8262439da%22%20Status%3Ainforce;rec=0#pr376A-ps2-."">section&#160;376A(2)</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%220e577b5e-4c06-4741-b050-e29aeb12a6b2%22%20Status%3Ainforce;rec=0#pr376B-."">376B</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%2229a3bcec-bc16-435f-bd52-52ceef4e7e7f%22%20Status%3Ainforce;rec=0#pr376C-."">376C</a>.  <div class=""amendNote"">[51/2007]</div></div><a name=""pr377D-ps2-."" id=""pr377D-ps2-.""></a><div class=""prov2Txt"">(2)&#160;&#160;In the case of a person who at the time of the alleged offence was under 21 years of age, the presence of a reasonable mistaken belief that the minor, who is of the opposite sex, was of or above&#160;&#8212;<div class=""p1_1""><div class=""p1No"">(<em>a</em>)</div><div class=""pTxt"">the age of 16 years, shall be a valid defence to a charge of an offence under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%222c34a094-87ef-4fac-b464-6ad8262439da%22%20Status%3Ainforce;rec=0#pr376A-ps2-."">section&#160;376A(2)</a>; or</div></div><div class=""p1_1""><div class=""p1No"">(<em>b</em>)</div><div class=""pTxt"">the age of 18 years, shall be a valid defence to a charge of an offence under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%220e577b5e-4c06-4741-b050-e29aeb12a6b2%22%20Status%3Ainforce;rec=0#pr376B-."">section&#160;376B</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%2229a3bcec-bc16-435f-bd52-52ceef4e7e7f%22%20Status%3Ainforce;rec=0#pr376C-."">376C</a>.  <div class=""amendNote"">[51/2007]</div></div></div></div><a name=""pr377D-ps3-."" id=""pr377D-ps3-.""></a><div class=""prov2Txt"">(3)&#160;&#160;For the purposes of <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%222f89207e-5d7d-40aa-9b6c-506c7a323f79%22%20Status%3Ainforce;rec=0#pr377D-ps2-."">subsection&#160;(2)</a>, the defence under that subsection shall no longer be available if at the time of the offence, the person charged with that offence has previously been charged in court for an offence under <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%223f1e3f39-5b49-452f-9669-c0d07ce9d97a%22%20Status%3Ainforce;rec=0#pr376A-."">section&#160;376A</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%220e577b5e-4c06-4741-b050-e29aeb12a6b2%22%20Status%3Ainforce;rec=0#pr376B-."">376B</a>, <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%2229a3bcec-bc16-435f-bd52-52ceef4e7e7f%22%20Status%3Ainforce;rec=0#pr376C-."">376C</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22372c12eb-47c6-400f-ba8f-5dd627182def%22%20Status%3Ainforce;rec=0#pr376E-."">376E</a>, or section&#160;7 of the Children and Young Persons Act (Cap. 38) or section&#160;140(1)(i) of the Women&#8217;s Charter (Cap. 353).  <div class=""amendNote"">[51/2007]</div><div class=""sourceNote"">[WC 1997 Ed., s. 140(4) and (5)]</div></div></div>"
"224"|"378"|"Theft"|"<div class=""prov1Txt"" id=""pr378-.""><strong>378.</strong>&#160;&#160;Whoever, intending to take dishonestly any movable property out of the possession of any person without that person&#8217;s consent, moves that property in order to such taking, is said to commit theft.<div class=""explan"" id=""pr378-tp1-.""><div class=""illusTxt""><em>Explanation</em> 1.&#8212;A thing so long as it is attached to the earth, not being movable property, is not the subject of theft; but it becomes capable of being the subject of theft as soon as it is severed from the earth.</div></div><div class=""explan"" id=""pr378-tp2-.""><div class=""illusTxt""><em>Explanation</em> 2.&#8212;A moving, effected by the same act which effects the severance, may be a theft.</div></div><div class=""explan"" id=""pr378-tp3-.""><div class=""illusTxt""><em>Explanation</em> 3.&#8212;A person is said to cause a thing to move by removing an obstacle which prevented it from moving, or by separating it from any other thing, as well as by actually moving it.</div></div><div class=""explan"" id=""pr378-tp4-.""><div class=""illusTxt""><em>Explanation</em> 4.&#8212;A person, who by any means causes an animal to move, is said to move that animal, and to move everything which in consequence of the motion so caused is moved by that animal.</div></div><div class=""explan"" id=""pr378-tp5-.""><div class=""illusTxt""><em>Explanation</em> 5.&#8212;The consent mentioned in the definition may be express or implied, and may be given either by the person in possession, or by any person having for that purpose authority either express or implied.<div class=""illus"" id=""pr378-tp5-ti-.""><div class=""illusHdr"">Illustration</div><div class=""p1_1""><div class=""illusNo"">(<em>a</em>)</div><div class=""illusP1""><em>A</em> cuts down a tree on <em>Z</em>&#8217;s ground, with the intention of dishonestly taking the tree out of <em>Z</em>&#8217;s possession without <em>Z</em>&#8217;s consent. Here, as soon as <em>A</em> has severed the tree, in order to such taking, he has committed theft.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>b</em>)</div><div class=""illusP1""><em>A</em> puts a bait for dogs in his pocket, and thus induces <em>Z</em>&#8217;s dog to follow it. Here, if <em>A</em>&#8217;s intention be dishonestly to take the dog out of <em>Z</em>&#8217;s possession without Z&#8217;s consent, <em>A</em> has committed theft as soon as <em>Z</em>&#8217;s dog has begun to follow <em>A</em>.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>c</em>)</div><div class=""illusP1"">[<em>Deleted by </em><em>Act 51 of 2007</em>]</div></div><div class=""p1_1""><div class=""illusNo"">(<em>d</em>)</div><div class=""illusP1""><em>A</em>, being <em>Z</em>&#8217;s servant and entrusted by <em>Z</em> with the care of <em>Z</em>&#8217;s plate, dishonestly runs away with the plate without <em>Z</em>&#8217;s consent. <em>A</em> has committed theft.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>e</em>)</div><div class=""illusP1""><em>Z</em>, going on a journey, entrusts his plate to <em>A</em>, the keeper of a warehouse, till <em>Z</em> shall return. <em>A</em> carries the plate to a goldsmith and sells it. Here the plate was not in <em>Z</em>&#8217;s possession. It could not, therefore, be taken out of <em>Z</em>&#8217;s possession, and <em>A</em> has not committed theft, though he may have committed criminal breach of trust.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>f</em>)</div><div class=""illusP1""><em>A</em> finds a ring belonging to <em>Z</em> on a table in the house which <em>Z </em>occupies. Here the ring is in <em>Z</em>&#8217;s possession, and if <em>A</em> dishonestly removes it, <em>A</em> commits theft.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>g</em>)</div><div class=""illusP1""><em>A</em> finds a ring lying on the high road, not in the possession of any person. <em>A</em> by taking it commits no theft, though he may commit criminal misappropriation of property.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>h</em>)</div><div class=""illusP1""><em>A</em> sees a ring belonging to <em>Z</em> lying on a table in <em>Z</em>&#8217;s house. Not venturing to misappropriate the ring immediately for fear of search and detection, <em>A</em> hides the ring in a place where it is highly improbable that it will ever be found by <em>Z</em>, with the intention of taking the ring from the hiding place and selling it when the loss is forgotten. Here <em>A</em>, at the time of first moving the ring, commits theft.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>i</em>)</div><div class=""illusP1""><em>A</em> delivers his watch to <em>Z</em>, a jeweller, to be regulated. <em>Z</em> carries it to his shop. <em>A</em>, not owing to the jeweller any debt for which the jeweller might lawfully detain the watch as a security, enters the shop openly, takes his watch by force out of <em>Z</em>&#8217;s hand, and carries it away. Here <em>A</em>, though he may have committed criminal trespass and assault, has not committed theft, inasmuch as what he did was not done dishonestly.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>j</em>)</div><div class=""illusP1"">If <em>A</em> owes money to <em>Z</em> for repairing the watch, and if <em>Z</em> retains the watch lawfully as a security for the debt, and <em>A</em> takes the watch out of <em>Z</em>&#8217;s possession, with the intention of depriving <em>Z</em> of the property as a security for his debt, he commits theft, inasmuch as he takes it dishonestly.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>k</em>)</div><div class=""illusP1"">Again, if <em>A</em> having pawned his watch to <em>Z</em>, takes it out of <em>Z</em>&#8217;s possession without <em>Z</em>&#8217;s consent, not having paid what he borrowed on the watch, he commits theft, though the watch is his own property, inasmuch as he takes it dishonestly.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>l</em>)</div><div class=""illusP1""><em>A</em> takes an article belonging to <em>Z</em> out of <em>Z</em>&#8217;s possession, without <em>Z</em>&#8217;s consent, with the intention of keeping it until he obtains money from <em>Z</em> as a reward for its restoration. Here <em>A</em> takes dishonestly; <em>A</em> has therefore committed theft.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>m</em>)</div><div class=""illusP1""><em>A</em>, being on friendly terms with <em>Z</em>, goes into <em>Z</em>&#8217;s library in <em>Z</em>&#8217;s absence and takes away a book, without <em>Z</em>&#8217;s express consent, for the purpose merely of reading it, and with the intention of returning it. Here, it is probable that <em>A</em> may have conceived that he had <em>Z</em>&#8217;s implied consent to use <em>Z</em>&#8217;s book. If this was <em>A</em>&#8217;s impression, <em>A</em> has not committed theft.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>n</em>)</div><div class=""illusP1""><em>A</em> asks charity from <em>Z</em>&#8217;s wife. She gives <em>A</em> money, food and clothes, which <em>A</em> knows to belong to <em>Z</em>, her husband. Here, it is probable that <em>A</em> may conceive that <em>Z</em>&#8217;s wife is authorised to give away alms. If this was <em>A</em>&#8217;s impression, <em>A</em> has not committed theft.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>o</em>)</div><div class=""illusP1""><em>A</em> is the paramour of <em>Z</em>&#8217;s wife. She gives <em>A</em> valuable property, which <em>A</em> knows to belong to her husband <em>Z</em>, and to be such property as she has no authority from <em>Z</em> to give. If <em>A</em> takes the property dishonestly, he commits theft.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>p</em>)</div><div class=""illusP1""><em>A</em> in good faith, believing property belonging to <em>Z</em> to be <em>A</em>&#8217;s own property, takes that property out of <em>B</em>&#8217;s possession. Here, as <em>A</em> does not take dishonestly, he does not commit theft. <div class=""amendNote"">[51/2007]</div><div class=""sourceNote"">[Indian PC 1860, s. 378]</div></div></div></div></div></div></div>"
"224"|"379"|"Punishment for theft"|"<div class=""prov1Txt"" id=""pr379-.""><strong>379.</strong>&#160;&#160;Whoever commits theft shall be punished with imprisonment for a term which may extend to 3 years, or with fine, or with both.<div class=""sourceNote"">[Indian PC 1860, s. 379]</div></div>"
"224"|"379"|"Punishment for theft of a motor vehicle"|"<div class=""prov1Txt"" id=""pr379A-.""><strong>379A.</strong><a name=""pr379A-ps1-."" id=""pr379A-ps1-.""></a><div class=""prov2TxtIL"">&#8212;(1)&#160;&#160;Whoever commits theft of a motor vehicle or any component part of a motor vehicle shall be punished with imprisonment for a term which may extend to 7 years, and shall also be liable to fine.  <div class=""amendNote"">[23/84; 51/2007]</div></div><a name=""pr379A-ps2-."" id=""pr379A-ps2-.""></a><div class=""prov2Txt"">(2)&#160;&#160;A person convicted of an offence under this section shall, unless the court for special reasons thinks fit to order otherwise, be disqualified for such period as the court may order from the date of his release from imprisonment from holding or obtaining a driving licence under the <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=DocId%3A%22ba3acbce-2ce4-4b3f-8011-5bfae19cfbbc%22%20Status%3Ainforce%20Depth%3A0%20ValidTime%3A19971220000000%20TransactionTime%3A20140617000000;rec=0"">Road Traffic Act (Cap. 276)</a>.  <div class=""amendNote"">[51/2007]</div></div><a name=""pr379A-ps3-."" id=""pr379A-ps3-.""></a><div class=""prov2Txt"">(3)&#160;&#160;In this section&#160;&#8212;<div class=""def"">&#8220;component part&#8221;, in relation to a motor vehicle, means any component part attached to the motor vehicle, and includes any tyre, accessory or equipment attached to the motor vehicle;</div><div class=""def"">&#8220;motor vehicle&#8221; means a mechanically propelled vehicle intended or adapted for use on roads, and includes a trailer drawn by a motor vehicle.  <div class=""amendNote"">[51/2007]</div></div></div></div>"
"224"|"380"|"Theft in dwelling-house, etc."|"<div class=""prov1Txt"" id=""pr380-.""><strong>380.</strong>&#160;&#160;Whoever commits theft in any building, tent or vessel, which building, tent or vessel is used as a human dwelling, or for the custody of property, shall be punished with imprisonment for a term which may extend to 7 years, and shall also be liable to fine.<div class=""sourceNote"">[Indian PC 1860, s. 380]</div></div>"
"224"|"381"|"Theft by clerk or servant of property in possession of master"|"<div class=""prov1Txt"" id=""pr381-.""><strong>381.</strong>&#160;&#160;Whoever, being a clerk or servant, or being employed in the capacity of a clerk or servant, commits theft in respect of any property in the possession of his master or employer, shall be punished with imprisonment for a term which may extend to 7 years, and shall also be liable to fine.<div class=""sourceNote"">[Indian PC 1860, s. 381]</div></div>"
"224"|"382"|"Theft after preparation made for causing death or hurt in order to commit theft"|"<div class=""prov1Txt"" id=""pr382-.""><strong>382.</strong>&#160;&#160;Whoever commits theft, having made preparation for causing death or hurt or restraint, or fear of death or of hurt or of restraint, to any person in order to commit such theft, or in order to effect his escape after committing such theft, or in order to retain property taken by such theft, shall be punished with imprisonment for a term which may extend to 10 years, and shall also be punished with caning with not less than 3 strokes. <div class=""amendNote"">[62/73]</div><div class=""illus"" id=""pr382-ti-.""><div class=""illusHdr"">Illustration</div><div class=""p1_1""><div class=""illusNo"">(<em>a</em>)</div><div class=""illusP1""><em>A</em> commits theft of property in <em>Z</em>&#8217;s possession; and, while committing this theft, he has a loaded pistol under his garment, having provided this pistol for the purpose of hurting <em>Z</em> in case <em>Z</em> should resist. <em>A</em> has committed the offence defined in this section.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>b</em>)</div><div class=""illusP1""><em>A</em> picks <em>Z</em>&#8217;s pocket, having posted several of his companions near him, in order that they may restrain <em>Z</em>, if <em>Z</em> should perceive what is passing and should resist, or should attempt to apprehend <em>A</em>. <em>A</em> has committed the offence defined in this section.<div class=""sourceNote"">[Indian PC 1860, s. 382]</div></div></div></div></div>"
"224"|"383"|"Extortion"|"<div class=""prov1Txt"" id=""pr383-.""><strong>383.</strong>&#160;&#160;Whoever intentionally puts any person in fear of any harm to that person or to any other person, in body, mind, reputation or property, whether such harm is to be caused legally or illegally, and thereby dishonestly induces the person so put in fear to deliver to any person any property or valuable security, or anything signed or sealed which may be converted into a valuable security, commits &#8220;extortion&#8221;. <div class=""amendNote"">[51/2007]</div><div class=""illus"" id=""pr383-ti-.""><div class=""illusHdr"">Illustration</div><div class=""p1_1""><div class=""illusNo"">(<em>a</em>)</div><div class=""illusP1""><em>A</em> threatens to publish a defamatory libel concerning <em>Z</em>, unless <em>Z</em> gives him money. He thus induces <em>Z</em> to give him money. <em>A</em> has committed extortion.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>b</em>)</div><div class=""illusP1""><em>A</em> threatens <em>Z</em> that he will keep <em>Z</em>&#8217;s child in wrongful confinement, unless <em>Z</em> will sign and deliver to <em>A</em> a promissory note binding <em>Z</em> to pay certain moneys to <em>A</em>. <em>Z</em> signs and delivers the note. <em>A</em> has committed extortion.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>c</em>)</div><div class=""illusP1""><em>A</em>, an enforcement officer, sees <em>Z</em> committing an offence, and threatens to report the offence unless <em>Z</em> gives him money. <em>Z</em> fears that the report may result in his being prosecuted for the offence and delivers money to <em>A</em>. <em>A</em> has committed extortion.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>d</em>)</div><div class=""illusP1""><em>A</em>, by putting <em>Z</em> in fear of grievous hurt, dishonestly induces <em>Z</em> to sign or affix his seal to a blank paper and deliver it to <em>A</em>. <em>Z</em> signs and delivers the paper to <em>A</em>. Here, as the paper so signed may be converted into a valuable security, <em>A</em> has committed extortion.  <div class=""amendNote"">[51/2007]</div><div class=""sourceNote"">[Indian PC 1860, s. 383]</div></div></div></div></div>"
"224"|"384"|"Punishment for extortion"|"<div class=""prov1Txt"" id=""pr384-.""><strong>384.</strong>&#160;&#160;Whoever commits extortion shall be punished with imprisonment for a term of not less than 2 years and not more than 7 years and with caning. <div class=""amendNote"">[23/84]</div><div class=""sourceNote"">[Indian PC 1860, s. 384]</div></div>"
"224"|"385"|"Putting person in fear of harm in order to commit extortion"|"<div class=""prov1Txt"" id=""pr385-.""><strong>385.</strong>&#160;&#160;Whoever, in order to commit extortion, puts or attempts to put any person in fear of any harm to that person or to any other person, in body, mind, reputation or property, whether such harm is to be caused legally or illegally, shall be punished with imprisonment for a term of not less than 2 years and not more than 5 years and with caning.  <div class=""amendNote"">[51/2007]</div></div>"
"224"|"386"|"Extortion by putting a person in fear of death or grievous hurt"|"<div class=""prov1Txt"" id=""pr386-.""><strong>386.</strong>&#160;&#160;Whoever commits extortion by putting any person in fear of death or of grievous hurt to that person or to any other, shall be punished with imprisonment for a term of not less than 2 years and not more than 10 years and with caning.  <div class=""amendNote"">[23/84]</div><div class=""sourceNote"">[Indian PC 1860, s. 386]</div></div>"
"224"|"387"|"Putting person in fear of death or of grievous hurt in order to commit extortion"|"<div class=""prov1Txt"" id=""pr387-.""><strong>387.</strong>&#160;&#160;Whoever, in order to commit extortion, puts or attempts to put any person in fear of death or of grievous hurt to that person or to any other, shall be punished with imprisonment for a term of not less than 2 years and not more than 7 years and with caning.  <div class=""amendNote"">[23/84]</div><div class=""sourceNote"">[Indian PC 1860, s. 387]</div></div>"
"224"|"388"|"Extortion by threat of accusation of an offence punishable with death, or imprisonment, etc."|"<div class=""prov1Txt"" id=""pr388-.""><strong>388.</strong>&#160;&#160;Whoever commits extortion by putting any person in fear of an accusation against that person or any other, of having committed, or attempted to commit, an offence punishable with death, or with imprisonment for life, or with imprisonment for a term which may extend to 10 years, or of having attempted to induce any other person to commit such offence, shall be punished with imprisonment for a term which may extend to 10 years, and shall also be liable to fine or to caning. <div class=""amendNote"">[51/2007]</div><div class=""sourceNote"">[Indian PC 1860, s. 388]</div></div>"
"224"|"389"|"Putting person in fear of accusation of offence, in order to commit extortion"|"<div class=""prov1Txt"" id=""pr389-.""><strong>389.</strong>&#160;&#160;Whoever, in order to commit extortion, puts or attempts to put any person in fear of an accusation against that person or any other, of having committed, or attempted to commit, an offence punishable with death, or with imprisonment for life, or with imprisonment for a term which may extend to 10 years, shall be punished with imprisonment for a term which may extend to 10 years, and shall also be liable to fine or to caning.  <div class=""amendNote"">[51/2007]</div><div class=""sourceNote"">[Indian PC 1860, s. 389]</div></div>"
"224"|"390"|"Robbery"|"<div class=""prov1Txt"" id=""pr390-.""><strong>390.</strong><a name=""pr390-ps1-."" id=""pr390-ps1-.""></a><div class=""prov2TxtIL"">&#8212;(1)&#160;&#160;In all robbery there is either theft or extortion.</div><div class=""prov1Hdr"" id=""pr390-ps2-.""><a name=""pr390-ps2-he-."" id=""pr390-ps2-he-.""></a><span class="""">When theft is robbery</span></div><div class=""prov2Txt"">(2)&#160;&#160;Theft is &#8220;robbery&#8221; if, in order to commit theft, or in committing the theft, or in carrying away or attempting to carry away property obtained by the theft, the offender, for that end, voluntarily causes or attempts to cause to any person death, or hurt, or wrongful restraint, or fear of instant death, or of instant hurt, or of instant wrongful restraint. </div><div class=""prov1Hdr"" id=""pr390-ps3-.""><a name=""pr390-ps3-he-."" id=""pr390-ps3-he-.""></a><span class="""">When extortion is robbery</span></div><div class=""prov2Txt"">(3)&#160;&#160;Extortion is &#8220;robbery&#8221; if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person or to some other person, and, by so putting in fear, induces the person so put in fear then and there to deliver up the thing extorted.<div class=""explan"" id=""pr390-ps3-tp-.""><div class=""illusTxt""><em>Explanation</em>&#8212;.&#160;The offender is said to be present if he is sufficiently near to put the other person in fear of instant death, of instant hurt, or of instant wrongful restraint.<div class=""illus"" id=""pr390-ps3-tp-ti-.""><div class=""illusHdr"">Illustration</div><div class=""p1_1""><div class=""illusNo"">(<em>a</em>)</div><div class=""illusP1""><em>A</em> holds <em>Z</em> down, and dishonestly takes <em>Z</em>&#8217;s money and jewels from <em>Z</em>&#8217;s clothes, without <em>Z</em>&#8217;s consent. Here <em>A</em> has committed theft, and, in order to the committing of that theft, has voluntarily caused wrongful restraint to <em>Z</em>. A has therefore committed robbery.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>b</em>)</div><div class=""illusP1"">A meets <em>Z</em> on the high road, shows a pistol, and demands <em>Z</em>&#8217;s purse. <em>Z</em>, in consequence surrenders his purse. Here A has extorted the purse from <em>Z</em>, by putting him in fear of instant hurt, and being at the time of committing the extortion in his presence. A has therefore committed robbery.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>c</em>)</div><div class=""illusP1"">A meets <em>Z </em>and <em>Z</em>&#8217;s child on the high road. A takes the child, and threatens to fling it down a precipice, unless <em>Z</em> delivers his purse. <em>Z</em>, in consequence, delivers his purse. Here A has extorted the purse from <em>Z</em>, by causing <em>Z</em> to be in fear of instant hurt to the child, <em>Z</em> being present. A has therefore committed robbery on <em>Z</em>.</div></div><div class=""p1_1""><div class=""illusNo"">(<em>d</em>)</div><div class=""illusP1"">A obtains property from <em>Z</em> by saying, &#8220;Your child is in the hands of my gang, and will be put to death unless you send us $1,000.&#8221; This is extortion, and punishable as such; but it is not robbery, unless <em>Z</em> is put in fear of the instant death of his child.<div class=""sourceNote"">[Indian PC 1860, s. 390]</div></div></div></div></div></div></div></div>"
"224"|"391"|"Gang-robbery"|"<div class=""prov1Txt"" id=""pr391-.""><strong>391.</strong>&#160;&#160;When 5 or more persons conjointly commit or attempt to commit a robbery, or where the whole number of persons conjointly committing or attempting to commit a robbery, and of persons present and aiding such commission or attempt, amount to 5 or more, every person so committing, attempting, or aiding, is said to commit &#8220;gang-robbery&#8221;.<div class=""sourceNote"">[Indian PC 1860, s. 391]</div></div>"
"224"|"392"|"Punishment for robbery"|"<div class=""prov1Txt"" id=""pr392-.""><strong>392.</strong>&#160;&#160;Whoever commits robbery shall be punished with imprisonment for a term of not less than 2 years and not more than 10 years and shall also be punished with caning with not less than 6 strokes; and if the robbery is committed after 7 p.m. and before 7 a.m. the offender shall be punished with imprisonment for a term of not less than 3 years and not more than 14 years and shall also be punished with caning with not less than 12 strokes.  <div class=""amendNote"">[23/84]</div><div class=""sourceNote"">[Indian PC 1860, s. 392]</div></div>"
"224"|"393"|"Attempt to commit robbery"|"<div class=""prov1Txt"" id=""pr393-.""><strong>393.</strong>&#160;&#160;Whoever attempts to commit robbery shall be punished with imprisonment for a term of not less than 2 years and not more than 7 years and shall also be punished with caning with not less than 6 strokes. <div class=""amendNote"">[62/73; 23/84]</div><div class=""sourceNote"">[Indian PC 1860, s. 393]</div></div>"
"224"|"394"|"Voluntarily causing hurt in committing robbery"|"<div class=""prov1Txt"" id=""pr394-.""><strong>394.</strong>&#160;&#160;If any person, in committing or in attempting to commit robbery, voluntarily causes hurt, such person, and any other person, jointly concerned in committing or attempting to commit such robbery, shall be punished with imprisonment for a term of not less than 5 years and not more than 20 years and shall also be punished with caning with not less than 12 strokes.  <div class=""amendNote"">[62/73; 23/84]</div><div class=""sourceNote"">[Indian PC 1860, s. 394]</div></div>"
"224"|"395"|"Punishment for gang-robbery"|"<div class=""prov1Txt"" id=""pr395-.""><strong>395.</strong>&#160;&#160;Whoever commits gang-robbery shall be punished with imprisonment for a term of not less than 5 years and not more than 20 years and shall also be punished with caning with not less than 12 strokes.  <div class=""amendNote"">[62/73; 23/84]</div><div class=""sourceNote"">[Indian PC 1860, s. 395]</div></div>"
"224"|"396"|"Gang-robbery with murder"|"<div class=""prov1Txt"" id=""pr396-.""><strong>396.</strong>&#160;&#160;If any one of 5 or more persons who are conjointly committing gang-robbery, commits murder in so committing gang-robbery, every one of those persons shall be punished with death or imprisonment for life, and if he is not sentenced to death, shall also be punished with caning with not less than 12 strokes.  <div class=""amendNote"">[62/73; 23/84]</div><div class=""sourceNote"">[Indian PC 1860, s. 396]</div></div>"
"224"|"397"|"Robbery when armed or with attempt to cause death or grievous hurt"|"<div class=""prov1Txt"" id=""pr397-.""><strong>397.</strong>&#160;&#160;If at the time of committing or attempting to commit robbery, the offender is armed with or uses any deadly weapon, or causes grievous hurt to any person, or attempts to cause death or grievous hurt to any person, such offender, and any other person jointly concerned in committing or attempting to commit such robbery, shall be punished with caning with not less than 12 strokes, in addition to any other punishment to which he may be liable under any other section of this Code.  <div class=""amendNote"">[62/73; 23/84; 51/2007]</div><div class=""sourceNote"">[Indian PC 1860, s. 397]</div></div>"
"224"|"399"|"Making preparation to commit gang-robbery"|"<div class=""prov1Txt"" id=""pr399-.""><sup>*</sup><strong>399.</strong>&#160;&#160;Whoever makes any preparation for committing gang- robbery, shall be punished with imprisonment for a term of not less than 3 years and not more than 10 years and shall also be punished with caning with not less than 12 strokes. <div class=""amendNote"">[62/73; 23/84]</div><div class=""sourceNote"">[Indian PC 1860, s. 399]</div></div>"
"224"|"400"|"Punishment for belonging to gang-robbers"|"<div class=""prov1Txt"" id=""pr400-.""><strong>400.</strong>&#160;&#160;Whoever shall belong to a gang of persons associated for the purpose of habitually committing gang-robbery, shall be punished with imprisonment for life, or with imprisonment for a term which may extend to 10 years, and shall also be punished with caning with not less than 6 strokes. <div class=""amendNote"">[62/73]</div><div class=""sourceNote"">[Indian PC 1860, s. 400]</div></div>"
"224"|"401"|"Punishment for belonging to wandering gang of thieves"|"<div class=""prov1Txt"" id=""pr401-.""><strong>401.</strong>&#160;&#160;Whoever shall belong to any wandering or other gang of persons associated for the purpose of habitually committing theft or robbery, and not being gang-robbers, shall be punished with imprisonment for a term which may extend to 7 years, and shall also be punished with caning with not less than 4 strokes.  <div class=""amendNote"">[62/73]</div><div class=""sourceNote"">[Indian PC 1860, s. 401]</div></div>"
"224"|"402"|"Assembling for purpose of committing gang-robbery"|"<div class=""prov1Txt"" id=""pr402-.""><strong>402.</strong>&#160;&#160;Whoever shall be one of 5 or more persons assembled for the purpose of committing gang-robbery, shall be punished with imprisonment for a term which may extend to 7 years, and shall also be punished with caning with not less than 4 strokes.  <div class=""amendNote"">[62/73]</div><div class=""sourceNote"">[Indian PC 1860, s. 402]</div></div>"
